"","Store","StoreType","Assortment","CompetitionDistance","CompetitionOpenSinceMonth","CompetitionOpenSinceYear","Promo2","Promo2SinceWeek","Promo2SinceYear","PromoInterval","StateCode","StateName","AirportCode","CompetitionOpenDate","Promo2StartDate"
"470",470,"a","a",250,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"471",471,"a","a",990,2,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-02-01,NA
"472",472,"c","a",21770,7,2015,0,NA,NA,"","BY","Bavaria","MUC",2015-07-01,NA
"473",473,"c","c",450,NA,NA,1,5,2013,"Feb,May,Aug,Nov","BW","Baden-Wurttemberg","STR",NA,2013-02-04
"474",474,"d","c",5870,4,2014,0,NA,NA,"","HE","Hesse","FRA",2014-04-01,NA
"475",475,"a","c",5020,5,2006,1,18,2014,"Feb,May,Aug,Nov","NWRP","","DUS",2006-05-01,2014-05-05
"476",476,"c","c",330,11,2008,1,5,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2008-11-01,2013-02-04
"477",477,"d","c",1970,7,2009,1,45,2014,"Feb,May,Aug,Nov","HE","Hesse","FRA",2009-07-01,2014-11-10
"478",478,"a","a",480,12,2005,0,NA,NA,"","NWRP","","DUS",2005-12-01,NA
"479",479,"d","c",4610,6,2010,1,18,2010,"Feb,May,Aug,Nov","BEHBHHNISH","","HAM",2010-06-01,2010-05-03
"480",480,"c","c",460,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"481",481,"d","c",15720,3,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-03-01,NA
"482",482,"a","a",4150,5,2001,0,NA,NA,"","NWRP","","DUS",2001-05-01,NA
"483",483,"d","a",510,7,2014,1,23,2015,"Mar,Jun,Sept,Dec","BY","Bavaria","MUC",2014-07-01,2015-06-08
"484",484,"a","c",460,11,2012,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2012-11-01,2014-10-06
"485",485,"d","c",5900,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"486",486,"a","a",1170,4,2011,1,22,2012,"Feb,May,Aug,Nov","NWRP","","DUS",2011-04-01,2012-05-28
"487",487,"a","a",4300,3,2009,1,27,2013,"Jan,Apr,Jul,Oct","NWRP","","DUS",2009-03-01,2013-07-08
"488",488,"a","c",2140,8,2012,0,NA,NA,"","NWRP","","DUS",2012-08-01,NA
"489",489,"a","a",220,2,2002,1,37,2009,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",2002-02-01,2009-09-14
"490",490,"d","c",7660,9,2010,0,NA,NA,"","BW","Baden-Wurttemberg","STR",2010-09-01,NA
"491",491,"d","c",5740,4,2007,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2007-04-01,2014-10-06
"492",492,"a","a",7680,3,2006,0,NA,NA,"","BEHBHHNISH","","HAM",2006-03-01,NA
"493",493,"d","c",20930,11,1999,0,NA,NA,"","BY","Bavaria","MUC",1999-11-01,NA
"494",494,"a","a",310,5,2015,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2015-05-01,2014-10-06
"495",495,"d","c",520,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2009-09-14
"496",496,"d","c",1940,3,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-03-01,NA
"497",497,"a","a",810,5,2013,0,NA,NA,"","BEHBHHNISH","","HAM",2013-05-01,NA
"498",498,"d","c",2870,NA,NA,1,35,2012,"Mar,Jun,Sept,Dec","BEHBHHNISH","","HAM",NA,2012-08-27
"499",499,"a","a",180,NA,NA,1,5,2013,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2013-02-04
"500",500,"a","c",130,NA,NA,1,27,2013,"Feb,May,Aug,Nov","NWRP","","DUS",NA,2013-07-08
"501",501,"a","a",1650,10,2000,0,NA,NA,"","NWRP","","DUS",2000-10-01,NA
"502",502,"a","a",8080,12,2002,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2002-12-01,2014-10-06
"503",503,"a","c",3270,NA,NA,0,NA,NA,"","BW","Baden-Wurttemberg","STR",NA,NA
"504",504,"d","c",4880,8,2010,1,18,2014,"Jan,Apr,Jul,Oct","NWRP","","DUS",2010-08-01,2014-05-05
"505",505,"a","c",22490,NA,NA,0,NA,NA,"","HE","Hesse","FRA",NA,NA
"506",506,"a","a",3440,NA,NA,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",NA,2013-08-05
"507",507,"c","a",430,4,2003,0,NA,NA,"","NWRP","","DUS",2003-04-01,NA
"508",508,"a","a",9580,5,2007,1,45,2014,"Feb,May,Aug,Nov","HE","Hesse","FRA",2007-05-01,2014-11-10
"509",509,"a","c",13190,NA,NA,1,45,2013,"Feb,May,Aug,Nov","BEHBHHNISH","","HAM",NA,2013-11-11
"510",510,"a","a",1310,6,1990,1,22,2012,"Mar,Jun,Sept,Dec","NWRP","","DUS",1990-06-01,2012-05-28
"511",511,"a","c",4700,9,2002,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2002-09-01,2013-08-05
"512",512,"a","c",540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2003-06-01,2014-10-06
"513",513,"d","c",6300,10,2013,0,NA,NA,"","BY","Bavaria","MUC",2013-10-01,NA
"514",514,"a","a",7520,10,2014,0,NA,NA,"","BEHBHHNISH","","HAM",2014-10-01,NA
"515",515,"a","a",1840,3,2006,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2006-03-01,NA
"516",516,"a","c",70,7,2005,1,13,2010,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2005-07-01,2010-03-29
"517",517,"a","c",610,12,2003,1,36,2013,"Mar,Jun,Sept,Dec","NWRP","","DUS",2003-12-01,2013-09-09
"518",518,"c","a",450,6,2011,1,48,2012,"Mar,Jun,Sept,Dec","NWRP","","DUS",2011-06-01,2012-11-26
"519",519,"d","c",18640,9,2013,1,10,2014,"Mar,Jun,Sept,Dec","BW","Baden-Wurttemberg","STR",2013-09-01,2014-03-10
"520",520,"a","c",7180,11,2012,0,NA,NA,"","NWRP","","DUS",2012-11-01,NA
"521",521,"a","a",1070,12,2006,1,13,2010,"Jan,Apr,Jul,Oct","NWRP","","DUS",2006-12-01,2010-03-29
"522",522,"c","a",1010,9,2012,1,18,2011,"Feb,May,Aug,Nov","NWRP","","DUS",2012-09-01,2011-05-02
"523",523,"a","c",2070,2,2008,1,39,2010,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2008-02-01,2010-09-27
"524",524,"a","a",2040,11,2008,0,NA,NA,"","SN","Saxony","DRS",2008-11-01,NA
"525",525,"c","a",2410,NA,NA,1,45,2009,"Feb,May,Aug,Nov","BY","Bavaria","MUC",NA,2009-11-09
"526",526,"a","a",2850,7,2014,0,NA,NA,"","BEHBHHNISH","","HAM",2014-07-01,NA
"527",527,"c","a",170,NA,NA,1,35,2012,"Mar,Jun,Sept,Dec","BEHBHHNISH","","HAM",NA,2012-08-27
"528",528,"a","c",2200,12,2010,1,22,2012,"Feb,May,Aug,Nov","BY","Bavaria","MUC",2010-12-01,2012-05-28
"529",529,"c","a",2870,7,2015,1,13,2010,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",2015-07-01,2010-03-29
"530",530,"a","c",6270,2,2005,0,NA,NA,"","SN","Saxony","DRS",2005-02-01,NA
"531",531,"d","a",17930,NA,NA,0,NA,NA,"","BY","Bavaria","MUC",NA,NA
"532",532,"c","a",1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2005-09-01,2011-04-04
"533",533,"c","c",620,9,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-09-01,NA
"534",534,"a","a",1700,9,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-09-01,NA
"535",535,"c","c",4180,9,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-09-01,NA
"536",536,"a","a",3020,2,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-02-01,NA
"537",537,"a","a",19370,4,2002,0,NA,NA,"","SN","Saxony","DRS",2002-04-01,NA
"538",538,"d","a",590,5,2001,0,NA,NA,"","NWRP","","DUS",2001-05-01,NA
"539",539,"a","a",3000,2,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-02-01,NA
"540",540,"d","c",10800,NA,NA,1,18,2011,"Feb,May,Aug,Nov","NWRP","","DUS",NA,2011-05-02
"541",541,"d","c",6970,12,2005,1,22,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2005-12-01,2011-05-30
"542",542,"a","a",10690,10,2005,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2005-10-01,NA
"543",543,"a","a",70,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"544",544,"a","c",10570,7,2013,1,9,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2013-07-01,2011-02-28
"545",545,"a","a",1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec","ST","Saxony-Anhalt","LEJ",2014-10-01,2015-02-09
"546",546,"c","c",1390,12,2004,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2004-12-01,NA
"547",547,"a","c",6250,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"548",548,"a","a",1850,12,2014,1,18,2011,"Feb,May,Aug,Nov","NWRP","","DUS",2014-12-01,2011-05-02
"549",549,"d","c",9230,4,2004,1,37,2009,"Jan,Apr,Jul,Oct","NWRP","","DUS",2004-04-01,2009-09-14
"550",550,"a","c",11680,9,2011,1,31,2013,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",2011-09-01,2013-08-05
"551",551,"a","a",590,1,1900,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",1900-01-01,2014-10-06
"552",552,"d","a",410,4,2009,1,13,2010,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",2009-04-01,2010-03-29
"553",553,"a","a",2260,11,2007,0,NA,NA,"","BEHBHHNISH","","HAM",2007-11-01,NA
"554",554,"a","a",5290,11,2012,1,5,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2012-11-01,2013-02-04
"555",555,"a","a",4740,7,2008,1,37,2009,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",2008-07-01,2009-09-14
"556",556,"d","c",32330,3,2014,0,NA,NA,"","SN","Saxony","DRS",2014-03-01,NA
"557",557,"d","c",1110,NA,NA,1,40,2012,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",NA,2012-10-01
"558",558,"a","a",2090,10,2012,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2012-10-01,2014-10-06
"559",559,"a","a",3510,11,2006,1,5,2013,"Feb,May,Aug,Nov","ST","Saxony-Anhalt","LEJ",2006-11-01,2013-02-04
"560",560,"a","a",1450,7,2014,0,NA,NA,"","BEHBHHNISH","","HAM",2014-07-01,NA
"561",561,"c","c",490,5,2007,1,13,2010,"Jan,Apr,Jul,Oct","BW","Baden-Wurttemberg","STR",2007-05-01,2010-03-29
"562",562,"a","c",1520,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"563",563,"d","c",420,6,2014,0,NA,NA,"","SN","Saxony","DRS",2014-06-01,NA
"564",564,"a","a",200,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"565",565,"a","a",130,NA,NA,1,1,2013,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",NA,2013-01-07
"566",566,"b","b",860,10,1999,0,NA,NA,"","NWRP","","DUS",1999-10-01,NA
"567",567,"b","b",3640,NA,NA,1,10,2013,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2013-03-11
"568",568,"a","a",2030,9,2012,1,18,2011,"Feb,May,Aug,Nov","NWRP","","DUS",2012-09-01,2011-05-02
"569",569,"a","a",650,10,2006,0,NA,NA,"","NWRP","","DUS",2006-10-01,NA
"570",570,"a","c",6690,8,2011,0,NA,NA,"","BEHBHHNISH","","HAM",2011-08-01,NA
"571",571,"c","a",440,4,2002,0,NA,NA,"","SN","Saxony","DRS",2002-04-01,NA
"572",572,"d","c",5980,10,2005,0,NA,NA,"","NWRP","","DUS",2005-10-01,NA
"573",573,"a","c",6920,9,2011,0,NA,NA,"","NWRP","","DUS",2011-09-01,NA
"574",574,"a","a",460,3,2014,1,13,2010,"Jan,Apr,Jul,Oct","BW","Baden-Wurttemberg","STR",2014-03-01,2010-03-29
"575",575,"a","c",1060,12,2005,0,NA,NA,"","BEHBHHNISH","","HAM",2005-12-01,NA
"576",576,"d","a",5220,5,2009,0,NA,NA,"","NWRP","","DUS",2009-05-01,NA
"577",577,"d","c",10690,9,2007,1,5,2013,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2007-09-01,2013-02-04
"578",578,"a","a",15270,NA,NA,1,10,2014,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2014-03-10
"579",579,"a","a",3620,2,2013,0,NA,NA,"","NWRP","","DUS",2013-02-01,NA
"580",580,"c","c",1650,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",NA,2011-04-04
"581",581,"d","c",12480,NA,NA,1,1,2013,"Jan,Apr,Jul,Oct","ST","Saxony-Anhalt","LEJ",NA,2013-01-07
"582",582,"d","a",800,NA,NA,1,14,2011,"Mar,Jun,Sept,Dec","BY","Bavaria","MUC",NA,2011-04-04
"583",583,"a","a",9670,NA,NA,0,NA,NA,"","BY","Bavaria","MUC",NA,NA
"584",584,"c","a",240,1,2015,0,NA,NA,"","BEHBHHNISH","","HAM",2015-01-01,NA
"585",585,"a","c",250,1,2005,0,NA,NA,"","BEHBHHNISH","","HAM",2005-01-01,NA
"586",586,"c","a",6930,9,2006,0,NA,NA,"","SN","Saxony","DRS",2006-09-01,NA
"587",587,"a","a",44320,8,2008,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2008-08-01,NA
"588",588,"a","c",650,7,1990,0,NA,NA,"","NWRP","","DUS",1990-07-01,NA
"589",589,"d","a",330,3,2008,1,1,2012,"Mar,Jun,Sept,Dec","NWRP","","DUS",2008-03-01,2012-01-02
"590",590,"a","c",2890,4,2014,0,NA,NA,"","BEHBHHNISH","","HAM",2014-04-01,NA
"591",591,"a","c",40540,2,2002,0,NA,NA,"","SN","Saxony","DRS",2002-02-01,NA
"592",592,"a","c",2880,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"593",593,"d","a",150,NA,NA,1,45,2009,"Feb,May,Aug,Nov","BY","Bavaria","MUC",NA,2009-11-09
"594",594,"c","a",920,7,2015,0,NA,NA,"","NWRP","","DUS",2015-07-01,NA
"595",595,"a","c",350,NA,NA,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",NA,2013-08-05
"596",596,"d","a",7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct","NWRP","","DUS",2005-11-01,2011-04-04
"597",597,"a","c",75860,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"598",598,"c","c",490,11,2002,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2002-11-01,NA
"599",599,"a","c",5460,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2011-04-04
"600",600,"a","a",630,2,2015,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2015-02-01,2013-08-05
"601",601,"d","a",1070,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"602",602,"d","c",4380,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"603",603,"a","a",340,10,2000,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2000-10-01,2013-08-05
"604",604,"d","c",8540,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"605",605,"a","c",350,NA,NA,0,NA,NA,"","HE","Hesse","FRA",NA,NA
"606",606,"c","a",14810,NA,NA,1,14,2011,"Mar,Jun,Sept,Dec","BBMVTH","","TXL ",NA,2011-04-04
"607",607,"d","a",19700,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2009-09-14
"608",608,"a","a",12610,3,2013,1,14,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2013-03-01,2011-04-04
"609",609,"d","c",1200,11,2007,0,NA,NA,"","BY","Bavaria","MUC",2007-11-01,NA
"610",610,"d","a",48330,4,2013,0,NA,NA,"","BEHBHHNISH","","HAM",2013-04-01,NA
"611",611,"a","c",30,9,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-09-01,NA
"612",612,"a","a",40,8,2015,0,NA,NA,"","HE","Hesse","FRA",2015-08-01,NA
"613",613,"a","c",12430,10,2004,0,NA,NA,"","NWRP","","DUS",2004-10-01,NA
"614",614,"c","a",470,3,2007,1,1,2012,"Jan,Apr,Jul,Oct","BW","Baden-Wurttemberg","STR",2007-03-01,2012-01-02
"615",615,"c","a",900,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2010-03-29
"616",616,"d","a",2110,3,2006,0,NA,NA,"","NWRP","","DUS",2006-03-01,NA
"617",617,"a","a",5890,10,2003,1,14,2011,"Feb,May,Aug,Nov","BY","Bavaria","MUC",2003-10-01,2011-04-04
"618",618,"c","c",1200,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"619",619,"a","a",2200,12,2009,1,13,2010,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2009-12-01,2010-03-29
"620",620,"d","a",5300,NA,NA,1,45,2009,"Feb,May,Aug,Nov","BY","Bavaria","MUC",NA,2009-11-09
"621",621,"a","a",150,3,2011,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2011-03-01,2014-10-06
"622",622,"d","c",310,NA,NA,1,40,2011,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2011-10-03
"623",623,"d","c",3460,10,2013,1,10,2014,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",2013-10-01,2014-03-10
"624",624,"a","a",6420,4,2011,1,1,2012,"Jan,Apr,Jul,Oct","NWRP","","DUS",2011-04-01,2012-01-02
"625",625,"a","a",180,3,2014,0,NA,NA,"","BEHBHHNISH","","HAM",2014-03-01,NA
"626",626,"c","c",5030,8,2011,0,NA,NA,"","BEHBHHNISH","","HAM",2011-08-01,NA
"627",627,"a","c",30360,9,2013,0,NA,NA,"","BEHBHHNISH","","HAM",2013-09-01,NA
"628",628,"d","a",190,9,2012,1,40,2012,"Feb,May,Aug,Nov","NWRP","","DUS",2012-09-01,2012-10-01
"629",629,"c","c",710,9,2005,0,NA,NA,"","BEHBHHNISH","","HAM",2005-09-01,NA
"630",630,"a","c",2030,8,2000,0,NA,NA,"","NWRP","","DUS",2000-08-01,NA
"631",631,"d","a",17080,7,2012,1,31,2013,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2012-07-01,2013-08-05
"632",632,"a","c",3300,11,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-11-01,NA
"633",633,"a","a",660,1,2007,0,NA,NA,"","NWRP","","DUS",2007-01-01,NA
"634",634,"a","a",7780,11,2006,0,NA,NA,"","NWRP","","DUS",2006-11-01,NA
"635",635,"d","a",4370,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"636",636,"c","a",720,10,2004,1,13,2010,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2004-10-01,2010-03-29
"637",637,"d","c",4040,8,2008,1,18,2013,"Mar,Jun,Sept,Dec","NWRP","","DUS",2008-08-01,2013-05-06
"638",638,"d","c",70,11,2010,1,5,2013,"Feb,May,Aug,Nov","HE","Hesse","FRA",2010-11-01,2013-02-04
"639",639,"d","c",8990,11,2009,1,35,2010,"Mar,Jun,Sept,Dec","BY","Bavaria","MUC",2009-11-01,2010-08-30
"640",640,"a","c",1070,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",NA,2010-03-29
"641",641,"a","c",760,9,2014,0,NA,NA,"","BY","Bavaria","MUC",2014-09-01,NA
"642",642,"a","c",30030,11,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-11-01,NA
"643",643,"a","a",4870,9,2007,1,45,2009,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2007-09-01,2009-11-09
"644",644,"c","a",3380,4,2013,0,NA,NA,"","BEHBHHNISH","","HAM",2013-04-01,NA
"645",645,"d","c",7930,NA,NA,1,1,2013,"Jan,Apr,Jul,Oct","BW","Baden-Wurttemberg","STR",NA,2013-01-07
"646",646,"a","a",350,12,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-12-01,NA
"647",647,"a","a",17500,8,2008,1,37,2009,"Mar,Jun,Sept,Dec","NWRP","","DUS",2008-08-01,2009-09-14
"648",648,"c","a",290,9,2006,0,NA,NA,"","BEHBHHNISH","","HAM",2006-09-01,NA
"649",649,"a","a",3450,9,2011,0,NA,NA,"","NWRP","","DUS",2011-09-01,NA
"650",650,"d","c",1140,11,2014,0,NA,NA,"","BEHBHHNISH","","HAM",2014-11-01,NA
"651",651,"d","c",6360,NA,NA,1,40,2012,"Mar,Jun,Sept,Dec","BEHBHHNISH","","HAM",NA,2012-10-01
"652",652,"a","a",970,3,2013,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2013-03-01,2013-08-05
"653",653,"a","a",1710,7,2015,0,NA,NA,"","BEHBHHNISH","","HAM",2015-07-01,NA
"654",654,"a","c",3720,2,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-02-01,NA
"655",655,"d","c",6970,9,2011,0,NA,NA,"","BEHBHHNISH","","HAM",2011-09-01,NA
"656",656,"a","a",1600,6,2006,1,45,2009,"Feb,May,Aug,Nov","BY","Bavaria","MUC",2006-06-01,2009-11-09
"657",657,"a","a",1590,3,2006,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2006-03-01,NA
"658",658,"a","a",2330,10,2014,1,18,2011,"Feb,May,Aug,Nov","NWRP","","DUS",2014-10-01,2011-05-02
"659",659,"d","a",4880,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2009-09-14
"660",660,"d","c",2190,9,2003,0,NA,NA,"","BY","Bavaria","MUC",2003-09-01,NA
"661",661,"a","a",150,9,2008,1,1,2012,"Mar,Jun,Sept,Dec","NWRP","","DUS",2008-09-01,2012-01-02
"662",662,"a","c",13080,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"663",663,"a","c",35280,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"664",664,"d","c",2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2014-07-01,2010-03-29
"665",665,"a","a",2060,9,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-09-01,NA
"666",666,"a","a",190,7,2014,0,NA,NA,"","HE","Hesse","FRA",2014-07-01,NA
"667",667,"a","c",16210,11,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-11-01,NA
"668",668,"a","c",1590,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2009-09-14
"669",669,"a","c",38710,4,2013,0,NA,NA,"","BEHBHHNISH","","HAM",2013-04-01,NA
"670",670,"d","c",50,6,2015,0,NA,NA,"","HE","Hesse","FRA",2015-06-01,NA
"671",671,"d","a",7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec","BY","Bavaria","MUC",2014-09-01,2014-03-10
"672",672,"d","c",6890,NA,NA,1,48,2011,"Mar,Jun,Sept,Dec","BBMVTH","","TXL ",NA,2011-11-28
"673",673,"a","c",1600,4,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-04-01,NA
"674",674,"a","a",1640,6,2006,1,40,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2006-06-01,2011-10-03
"675",675,"d","c",16420,NA,NA,0,NA,NA,"","HE","Hesse","FRA",NA,NA
"676",676,"d","a",310,NA,NA,1,45,2009,"Feb,May,Aug,Nov","BY","Bavaria","MUC",NA,2009-11-09
"677",677,"d","c",9910,12,2010,1,9,2011,"Mar,Jun,Sept,Dec","NWRP","","DUS",2010-12-01,2011-02-28
"678",678,"a","a",310,NA,NA,1,5,2013,"Feb,May,Aug,Nov","BY","Bavaria","MUC",NA,2013-02-04
"679",679,"a","a",140,3,2006,0,NA,NA,"","BEHBHHNISH","","HAM",2006-03-01,NA
"680",680,"d","a",1450,3,2012,1,14,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2012-03-01,2011-04-04
"681",681,"a","c",1280,NA,NA,1,40,2011,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2011-10-03
"682",682,"a","c",4510,3,2015,0,NA,NA,"","BEHBHHNISH","","HAM",2015-03-01,NA
"683",683,"a","a",340,6,2003,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2003-06-01,2014-10-06
"684",684,"a","a",2640,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"685",685,"a","c",20390,4,2008,0,NA,NA,"","NWRP","","DUS",2008-04-01,NA
"686",686,"c","c",550,NA,NA,1,35,2010,"Mar,Jun,Sept,Dec","NWRP","","DUS",NA,2010-08-30
"687",687,"d","a",1500,9,2008,1,14,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2008-09-01,2011-04-04
"688",688,"c","a",1190,NA,NA,0,NA,NA,"","SN","Saxony","DRS",NA,NA
"689",689,"d","a",8530,3,2013,0,NA,NA,"","BY","Bavaria","MUC",2013-03-01,NA
"690",690,"c","a",1080,12,2012,0,NA,NA,"","HE","Hesse","FRA",2012-12-01,NA
"691",691,"d","a",2710,7,2006,0,NA,NA,"","NWRP","","DUS",2006-07-01,NA
"692",692,"a","c",2270,11,2005,1,14,2011,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",2005-11-01,2011-04-04
"693",693,"a","a",12770,10,2000,0,NA,NA,"","NWRP","","DUS",2000-10-01,NA
"694",694,"c","c",5390,8,2003,1,1,2012,"Jan,Apr,Jul,Oct","NWRP","","DUS",2003-08-01,2012-01-02
"695",695,"a","c",680,7,2005,0,NA,NA,"","HE","Hesse","FRA",2005-07-01,NA
"696",696,"a","a",540,6,2011,0,NA,NA,"","BEHBHHNISH","","HAM",2011-06-01,NA
"697",697,"d","a",2590,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",NA,2010-03-29
"698",698,"d","c",5150,3,2011,1,13,2010,"Jan,Apr,Jul,Oct","NWRP","","DUS",2011-03-01,2010-03-29
"699",699,"d","c",780,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"700",700,"b","b",590,NA,NA,1,5,2013,"Mar,Jun,Sept,Dec","BY","Bavaria","MUC",NA,2013-02-04
"701",701,"d","a",14300,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"702",702,"d","c",8250,10,2004,1,10,2013,"Mar,Jun,Sept,Dec","BW","Baden-Wurttemberg","STR",2004-10-01,2013-03-11
"703",703,"d","c",8110,NA,NA,0,NA,NA,"","BW","Baden-Wurttemberg","STR",NA,NA
"704",704,"c","c",3890,11,2006,1,5,2013,"Feb,May,Aug,Nov","ST","Saxony-Anhalt","LEJ",2006-11-01,2013-02-04
"705",705,"d","a",11640,4,2005,1,22,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2005-04-01,2011-05-30
"706",706,"c","c",4840,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"707",707,"a","c",8860,4,2004,1,37,2009,"Jan,Apr,Jul,Oct","NWRP","","DUS",2004-04-01,2009-09-14
